City,Exp Type,Amount
"Phusro, India",Bills,37468
"Siddipet, India",Entertainment,37115
"Chikkamagaluru, India",Grocery,37097
"Malavalli, India",Bills,36885
"Kamareddy, India",Entertainment,36743
"Memari, India",Entertainment,36503
"Bhiwani, India",Grocery,36463
"Mahuva, India",Fuel,36342
"Vadakkuvalliyur, India",Food,36133
"Giridih, India",Entertainment,35773
"Vijainagar Ajmer, India",Grocery,35554
"Srikakulam, India",Food,35386
"Udgir, India",Grocery,35264
"Veraval, India",Food,35175
"Tuensang, India",Fuel,34947
"Nagpur, India",Entertainment,34887
"Rawatbhata, India",Entertainment,34815
"Siwan, India",Entertainment,34691
"Satana, India",Entertainment,34626
"Panna, India",Fuel,34303
"Pattukkottai, India",Entertainment,34267
"Chandausi, India",Entertainment,33642
"Balangir, India",Entertainment,33358
"Mundi, India",Fuel,33212
"Nandurbar, India",Fuel,32877
"Rishikesh, India",Entertainment,32647
"Kalpi, India",Bills,32521
"Tasgaon, India",Food,32129
"Udaipurwati, India",Entertainment,31931
"Agartala, India",Food,31837
"Nagina, India",Fuel,31565
"Sasaram, India",Food,31553
"Risod, India",Grocery,31101
"Mankachar, India",Grocery,31088
"Raver, India",Entertainment,31083
"Mundi, India",Bills,30957
"Sira, India",Grocery,30938
"Azamgarh, India",Fuel,30349
"Sirhind Fatehgarh Sahib, India",Food,30315
"Bongaigaon City, India",Entertainment,30074
"Changanassery, India",Bills,30074
"Naidupet, India",Fuel,29941
"Nagaur, India",Food,29769
"Jharsuguda, India",Entertainment,29466
"Tiruvethipuram, India",Bills,29451
"Nabadwip, India",Food,29392
"Rajnandgaon, India",Entertainment,29333
"Sohna, India",Entertainment,28616
"Sugauli, India",Entertainment,28485
"Panna, India",Entertainment,28292
"Navi Mumbai, India",Bills,28095
"Bankura, India",Entertainment,28014
"Chikkamagaluru, India",Bills,27923
"Kapadvanj, India",Entertainment,27627
"Sopore, India",Food,27590
"Uran Islampur, India",Bills,27557
"Jaggaiahpet, India",Grocery,27516
"Arsikere, India",Grocery,27358
"Visakhapatnam, India",Entertainment,27225
"Attingal, India",Bills,26601
"Manwath, India",Entertainment,26542
"Medinipur, India",Grocery,26474
"Safidon, India",Entertainment,26411
"Uran, India",Entertainment,26336
"Bhagalpur, India",Entertainment,26331
"Murshidabad, India",Fuel,26311
"Samastipur, India",Bills,26295
"Rahuri, India",Fuel,26208
"Tirur, India",Entertainment,26094
"Rampurhat, India",Entertainment,25753
"Nagda, India",Food,25683
"Patna, India",Fuel,25673
"Warora, India",Bills,25374
"Vidisha, India",Bills,25362
"Naidupet, India",Bills,24634
"Keshod, India",Entertainment,24590
"Pathanamthitta, India",Food,24568
"Tiruchengode, India",Fuel,24462
"Akot, India",Entertainment,24374
"Sirohi, India",Food,24333
"Surapura, India",Bills,24244
"Giridih, India",Grocery,24093
"Forbesganj, India",Bills,23956
"Mapusa, India",Grocery,23366
"Chittur-Thathamangalam, India",Entertainment,23181
"Bahraich, India",Fuel,23010
"Latur, India",Food,22922
"Rajapalayam, India",Entertainment,22821
"Barbil, India",Food,22468
"Sihora, India",Fuel,22418
"Savarkundla, India",Fuel,22393
"New Delhi, India",Fuel,22220
"Attingal, India",Food,22164
"Salem, India",Grocery,22008
"Sadasivpet, India",Bills,21922
"Manuguru, India",Entertainment,21735
"Pithampur, India",Entertainment,21673
"Sidhpur, India",Food,21376
"Seoni, India",Grocery,21002
"Sasaram, India",Fuel,20934
"Alappuzha, India",Entertainment,20920
"Motihari, India",Bills,20695
"Raghunathganj, India",Food,20607
"Ramagundam, India",Grocery,20363
"Uran, India",Food,20105
"Keshod, India",Grocery,19848
"Bhilai Nagar, India",Food,19640
"Rayachoti, India",Fuel,19605
"Murwara (Katni), India",Bills,19565
"Pattukkottai, India",Food,19482
"Thiruvalla, India",Entertainment,19450
"Mavoor, India",Bills,19174
"Durg, India",Food,19123
"Udhagamandalam, India",Grocery,18995
"Soron, India",Bills,18940
"Periyakulam, India",Food,18807
"Arakkonam, India",Food,18789
"Latur, India",Fuel,18720
"Naharlagun, India",Entertainment,18636
"Gudur, India",Food,18430
"Udhampur, India",Food,18383
"Malout, India",Bills,18313
"Tiruttani, India",Entertainment,18273
"Phalodi, India",Fuel,18243
"Shamsabad Agra, India",Grocery,17999
"Arsikere, India",Entertainment,17706
"Rajula, India",Fuel,17682
"Noida, India",Food,17571
"Rudauli, India",Bills,17170
"Sangli, India",Grocery,17088
"Patiala, India",Food,16901
"Lar, India",Fuel,16742
"Pulgaon, India",Fuel,16676
"Soron, India",Fuel,16628
"Patratu, India",Fuel,16492
"Periyasemur, India",Bills,16372
"Dehradun, India",Food,16349
"Rahuri, India",Grocery,16274
"Pathankot, India",Food,16257
"Wadi, India",Entertainment,15779
"Tiruppur, India",Entertainment,15779
"Anantapur, India",Grocery,15762
"Raghogarh-Vijaypur, India",Fuel,15619
"Lingsugur, India",Food,15568
"Mahbubnagar, India",Fuel,15458
"Deoghar, India",Bills,15394
"Shahpur, India",Entertainment,15336
"Rasra, India",Grocery,15292
"Shahabad Rampur, India",Grocery,15182
"Fazilka, India",Food,14949
"Yerraguntla, India",Entertainment,14764
"Kozhikode, India",Food,14266
"Tanda, India",Fuel,14125
"Chittoor, India",Food,14027
"Jamshedpur, India",Entertainment,13786
"Gooty, India",Grocery,13638
"Gohana, India",Grocery,13635
"Tilhar, India",Entertainment,12688
"Begusarai, India",Grocery,12214
"Rae Bareli, India",Grocery,11775
"Usilampatti, India",Entertainment,11709
"Sasaram, India",Bills,11709
"Lakhisarai, India",Fuel,11511
"Ladnu, India",Food,11236
"Paschim Punropara, India",Fuel,11200
"Amritsar, India",Bills,11130
"Keshod, India",Fuel,10870
"Kendujhar, India",Entertainment,10802
"Yavatmal, India",Bills,10691
"Sirkali, India",Bills,10612
"Kaithal, India",Bills,10418
"Rasipuram, India",Entertainment,10302
"Vita, India",Bills,10256
"Mancherial, India",Entertainment,10241
"Habra, India",Entertainment,10138
"Vadalur, India",Bills,10088
"Kalpi, India",Grocery,10045
"Bhimavaram, India",Grocery,9658
"Warora, India",Grocery,9357
"Adoor, India",Entertainment,8944
"Hardoi , India",Entertainment,8807
"Palwancha, India",Fuel,7741
"Thanjavur, India",Fuel,7614
"Solapur, India",Fuel,7418
"Mokameh, India",Grocery,7322
"Thane, India",Bills,7214
"Thirumangalam, India",Food,7132
"Marmagao, India",Grocery,6967
"Neemuch, India",Bills,6695
"Uchgaon, India",Grocery,6576
"Unjha, India",Grocery,6546
"Adoor, India",Bills,6536
"Paramakudi, India",Grocery,6490
"Nalbari, India",Bills,6407
"Nathdwara, India",Food,6292
"Kadiri, India",Grocery,5888
"Valsad, India",Grocery,5771
"Gokak, India",Bills,5566
"Rajnandgaon, India",Fuel,5514
"Uravakonda, India",Food,5420
"Tonk, India",Food,5350
"Thoubal, India",Food,5265
"Dhoraji, India",Fuel,5159
"Ajmer, India",Fuel,5034
"Thiruvalla, India",Grocery,4801
"Pithampur, India",Grocery,4767
"Bhadrachalam, India",Bills,4544
"Ambejogai, India",Grocery,4348
"Nanjikottai, India",Bills,4071
"Virudhunagar, India",Bills,4058
"Uthamapalayam, India",Entertainment,4030
"Sandila, India",Grocery,3832
"Purulia, India",Grocery,3795
"Sahibganj, India",Entertainment,3742
"Ranchi, India",Grocery,3547
"Gooty, India",Food,3495
"Lalitpur, India",Fuel,3482
"Jalandhar Cantt., India",Grocery,3400
"Suar, India",Fuel,3328
"Utraula, India",Food,3252
"Solan, India",Food,2910
"Shamsabad Agra, India",Bills,2832
"Hubli-Dharwad, India",Fuel,2492
"Palani, India",Entertainment,2470
"Bhiwandi, India",Bills,2186
"Vandavasi, India",Food,2098
"Pappinisseri, India",Food,1647
"Sugauli, India",Fuel,1544
"Araria, India",Fuel,1543
"Erode, India",Bills,1468
"Sadulpur, India",Bills,1424
"Dhamtari, India",Grocery,1416
"Rahuri, India",Entertainment,1388
"Bahraich, India",Food,1243
"Bhabua, India",Grocery,1123
"Murshidabad, India",Food,1018
